Protein IDs	Majority protein IDs	Protein names	Gene names	Reporter intensity corrected 1 SB45-LI	Reporter intensity corrected 2 SB45-LI	Reporter intensity corrected 3 SB45-LI	Reporter intensity corrected 4 SB45-LI	Reporter intensity corrected 5 SB45-LI	Reporter intensity corrected 6 SB45-LI	Reporter intensity corrected 7 SB45-LI	Reporter intensity corrected 8 SB45-LI	Reporter intensity corrected 9 SB45-LI	Reporter intensity corrected 10 SB45-LI	Reporter intensity corrected 1 SB46-LI	Reporter intensity corrected 2 SB46-LI	Reporter intensity corrected 3 SB46-LI	Reporter intensity corrected 4 SB46-LI	Reporter intensity corrected 5 SB46-LI	Reporter intensity corrected 6 SB46-LI	Reporter intensity corrected 7 SB46-LI	Reporter intensity corrected 8 SB46-LI	Reporter intensity corrected 9 SB46-LI	Reporter intensity corrected 10 SB46-LI	Reporter intensity corrected 1 SB47-LI	Reporter intensity corrected 2 SB47-LI	Reporter intensity corrected 3 SB47-LI	Reporter intensity corrected 4 SB47-LI	Reporter intensity corrected 5 SB47-LI	Reporter intensity corrected 6 SB47-LI	Reporter intensity corrected 7 SB47-LI	Reporter intensity corrected 8 SB47-LI	Reporter intensity corrected 9 SB47-LI	Reporter intensity corrected 10 SB47-LI	Intensity SB45-LI	Intensity SB46-LI	Intensity SB47-LI
Q14571;A0A3B3IRT5;B7ZMI3;H7C2X9	Q14571	"Inositol 1,4,5-trisphosphate receptor type 2"	ITPR2	57695	45567	28248	44296	39643	27522	56584	73300	54048	55955	58508	40777	39962	35489	43483	27120	45400	48536	31740	46371	178420	121000	142830	142140	105560	108120	105950	149290	130300	157590	15317000	14097000	31831000
Q14573;Q59ES2;A6H8K3	Q14573;Q59ES2	"Inositol 1,4,5-trisphosphate receptor type 3"	ITPR3	451580	459750	266120	439160	369660	260210	506610	533570	367840	434080	1527200	971050	875530	806540	819420	661260	974590	1082400	557860	1166400	895030	700120	739940	880200	584300	700770	610320	851140	830820	896080	156660000	507950000	397730000
Q8IWB1;X6RK76	Q8IWB1	"Inositol 1,4,5-trisphosphate receptor-interacting protein"	ITPRIP	54630	48858	35949	39295	31504	19763	40046	46777	31946	39023	150330	132690	105890	139900	89109	71266	70504	97109	61230	111550	64668	44490	84857	73621	45203	50340	46534	65389	49611	76534	36334000	130670000	53089000
Q3MIP1	Q3MIP1	"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 2"	ITPRIPL2	12241	10153	1597.9	5716	9045	3747	14415	4208.5	6628.5	10796	36225	21838	32837	27311	22248	16330	22274	30600	23561	19760	12497	10214	8186.5	11697	7772.4	10885	9581.8	16010	10445	9729.8	2659600	5069500	4834700
B4DGV1;A0A087WZV0;O43314;A0A087WWN8;D6RBU4;F8W9A8;B7WPL9;Q6PFW1;H0Y9M0;K7EPT7;D6RFG4	B4DGV1;A0A087WZV0;O43314	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	PPIP5K2	174900	138980	86163	138030	132440	80452	167790	180360	126360	132000	798850	549830	422250	564210	526370	384010	596230	580090	399620	686730	376490	327200	363980	446870	356170	348790	324850	444320	352300	441740	79498000	314240000	186340000
Q92551;A0A024R2X2;C9JNA8	Q92551;A0A024R2X2	Inositol hexakisphosphate kinase 1	IP6K1;IHPK1	21573	10495	11627	11060	8728.9	6335.9	8452.6	17820	9279.1	8827.3	83788	77180	67692	70284	63804	55826	77129	113320	78610	98254	40208	79981	56495	28947	43226	71064	23117	63967	34627	30144	3129700	24571000	17782000
E5RIP7;H0YBL1;A0A024R830;A0A140VJL8;P29218;E5RG13;E5RG94;E5RHE9;E5RI82;E5RGY4;E5RIF4	E5RIP7;H0YBL1;A0A024R830;A0A140VJL8;P29218;E5RG13;E5RG94;E5RHE9;E5RI82;E5RGY4	Inositol monophosphatase 1	IMPA1	37667	23535	18901	27118	18822	18004	34173	28267	29661	23158	98868	61842	48087	63053	79978	64732	85327	52984	49504	85236	52392	36870	51756	47556	33272	38879	33565	52436	36379	39954	28039000	31938000	25291000
Q9NX62;A0A024R7W0;H0YB38	Q9NX62;A0A024R7W0	Inositol monophosphatase 3	IMPAD1	348770	217290	143620	194370	185230	146690	233440	274260	234970	200080	527470	293020	329300	293260	366630	210360	372170	318620	139330	366810	363330	216030	266370	273660	242180	210680	226320	325410	289040	291470	98445000	289520000	229280000
Q6IBG4;B5BU62;B3KSH8;P49441;C9J173;B8ZZF6;E7ET59;E7EUX4;E7ENF2;X5DRF6;C9J128;C9J2Z6;X5DP77;A0A0S2Z3X1	Q6IBG4;B5BU62;B3KSH8;P49441;C9J173;B8ZZF6;E7ET59;E7EUX4;E7ENF2;X5DRF6	Inositol polyphosphate 1-phosphatase	INPP1	54333	60661	37186	53837	36853	30990	66263	64686	44610	41942	121210	106910	97717	117250	81530	55095	105090	105920	53802	105270	89011	53916	80533	83109	70655	62845	62780	89262	75419	85831	22904000	50597000	42645000
C9JZB0;B7Z4V9;Q9BT40;I3L0Y0;B7Z8U3;K7EPG6;I3L2L1	C9JZB0;B7Z4V9;Q9BT40;I3L0Y0;B7Z8U3	Inositol polyphosphate 5-phosphatase K	INPP5K	30375	22787	12817	22601	18282	10044	29294	32975	24546	17359	98395	71650	72378	80378	47078	54111	77867	76051	37874	74540	60595	44976	42224	53591	43605	45596	37486	56069	50709	52236	6765100	26040000	13783000
Q01968;Q504W7;A0A2X0TVZ9;A0A2R8YG38;A0A2R8YCN4;A0A2R8YF88;Q6PJ10	Q01968;Q504W7;A0A2X0TVZ9	Inositol polyphosphate 5-phosphatase OCRL-1	OCRL	400210	414930	199610	289610	301990	223470	417930	484060	329810	332850	795010	562500	533210	464980	566260	393790	511040	615950	889030	695720	651670	454700	476080	549800	447920	386400	354430	678730	530750	493860	212650000	462850000	350210000
P23677;C9JC74	P23677;C9JC74	Inositol-trisphosphate 3-kinase A	ITPKA	19097	13497	9358.3	11483	13473	12381	14383	28292	16807	12808	54090	63847	66500	60042	56054	34207	49543	53768	116900	81212	24282	21102	17912	18510	11008	14227	12640	21242	13113	20105	0	5302100	3719400
A0A024R0N8;Q96DU7	A0A024R0N8;Q96DU7	Inositol-trisphosphate 3-kinase C	ITPKC	11149	11072	2387.8	8101.1	8523.4	5002.9	8259	9420.2	11753	7475.6	0	0	0	0	0	0	0	0	0	0	10829	10336	9570.8	7891.9	10449	10196	10024	11366	10772	3275.2	2774600	0	3783200
A0A024R499;P35568;M1RSU5;W0KMC7	A0A024R499;P35568	Insulin receptor substrate 1	IRS1	115420	80053	54328	78689	86349	61870	104590	123700	94533	74723	142050	111140	144110	100120	130450	116920	91123	158030	91926	146520	165390	120500	132850	126880	111960	109040	91922	154110	119700	125480	48462000	92197000	71014000
Q96RG5;Q96RG4;Q9Y4H2	Q96RG5;Q96RG4;Q9Y4H2	Insulin receptor substrate 2	IRS2	14671	10034	4742.3	12328	4378.8	7295.8	8968.2	8345.5	6536	1958.5	68474	48667	60621	61872	48383	48961	60862	64327	37423	76226	18949	15919	16613	10778	9537.2	11484	8003.4	15780	14123	8602.6	4180000	26305000	10114000
A0A3B3ISG5;P14735;Q59GA5;B3KSB8;B7Z7W6;Q5T5N3	A0A3B3ISG5;P14735;Q59GA5	Insulin-degrading enzyme	IDE	180220	188800	121230	154510	101510	78241	210790	188070	138840	151420	656720	601900	566310	606180	564170	369610	611420	724350	416190	625690	373560	317910	331680	326930	334090	243600	315480	424320	346490	333480	80647000	231960000	139550000
Q9NZI8;D3DTW3;REV__M0QZ54;REV__Q53GF4;REV__Q15833;REV__O00184;REV__B4DY46;G8JLG2;A0A1U9X8Z0;A0A1U9X901;Q2L6G8;D2IYL2;M1SWB8;REV__M0R118;A0A1U9X8X6;A0A1U9X8X8;A8K9C1;A0A1U9X8Y9;A0A1U9X8X5;Q0EFA5;REV__M0R0M7;Q15517	Q9NZI8;D3DTW3	Insulin-like growth factor 2 mRNA-binding protein 1	IGF2BP1	6894300	5439300	3205200	4534800	4535600	3205000	6740400	7042800	6621800	5618200	8584500	6858100	6281400	8141600	6720300	5930700	7364600	7977900	6785800	8449800	9751600	7422600	8539500	8913700	8156300	6559800	7191100	10122000	7748400	9620700	3974200000	7907600000	6490100000
Q9Y6M1;F8W930;B4DKT5	Q9Y6M1;F8W930;B4DKT5	Insulin-like growth factor 2 mRNA-binding protein 2	IGF2BP2	2334300	2020600	1379300	1637300	1553700	1271500	2562100	2704800	2509700	2104400	4135300	2861200	2953500	3086400	3357300	2400200	3664900	3564400	3279400	3641900	2681000	1870600	1804100	2188900	1911300	1669100	1756200	2475100	2106500	2136700	2989000000	5037800000	3692600000
O00425;F8WD15	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	2457300	2352400	1340900	1799000	1391900	1106900	2913500	2339400	2516700	1980900	4244900	3206200	2824300	3212900	3287400	2319300	3988600	3465900	2272000	2808300	3463500	2688700	2952900	2953800	2703600	2144000	2568200	3672600	2889600	3194400	3263100000	5710300000	3563300000
C9JMX4;H0Y485;H0Y5K2;B3KVY6;B3KTS0;B3KWK7;B3KTQ0;B4DP07;A6XNC9;A6XND1;B3KVF9;A6XND0;B4DN53;Q6ZSD0;B3KRZ1;P17936	C9JMX4;H0Y485;H0Y5K2;B3KVY6;B3KTS0;B3KWK7;B3KTQ0;B4DP07;A6XNC9;A6XND1;B3KVF9;A6XND0;B4DN53;Q6ZSD0;B3KRZ1;P17936	Insulin-like growth factor-binding protein 3	IGFBP3	40380	29145	18890	28414	30316	24746	34536	42496	34444	27575	74980	43183	46434	67233	39103	35926	44564	66890	41472	67342	33811	18637	20974	24890	14820	18359	19684	11050	23428	25644	16455000	15364000	14022000
P24593;A0A024R433;C9JXX4	P24593;A0A024R433;C9JXX4	Insulin-like growth factor-binding protein 5	IGFBP5	172400	159670	86157	96757	94910	93462	145890	165980	207820	141020	392340	233120	313830	394550	336110	250690	399230	333990	328550	365160	337540	235870	281810	332580	144230	222520	274970	227200	255780	295670	41000000	110320000	93261000
Q9NX12;Q7Z528;A0A384MDP7;Q9Y287;A0A3B3IUC0;A0A3B3IU60;A0A3B3ITP9	Q9NX12;Q7Z528;A0A384MDP7;Q9Y287;A0A3B3IUC0	"Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide"	ITM2B	74746	26771	15610	8670.6	28443	24451	46786	80214	42822	44787	99290	71770	36407	65847	47382	54808	70361	105380	6772.9	85749	20851	20721	12498	12397	21851	12426	6532.8	11717	19243	13841	54294000	103560000	18324000
C9JG41;A0A024R466;Q9NQX7;F5H4I5;E7EUS6;B8ZZM6;B4DIB1;B4E028	C9JG41;A0A024R466;Q9NQX7;F5H4I5;E7EUS6;B8ZZM6;B4DIB1	Integral membrane protein 2C;CT-BRI3	ITM2C	368520	224400	115920	168780	184710	120530	217690	369920	307710	287420	791520	454620	537090	442300	575390	268150	377230	718110	387870	632850	550660	227300	211050	250320	276550	215380	169340	428050	396940	336000	110200000	191930000	153710000
Q86V85	Q86V85	Integral membrane protein GPR180	GPR180	37726	20598	12831	23977	20957	16018	39555	28236	32313	23222	78817	65865	37808	44161	58153	46319	72672	75287	66457	73941	53303	28859	51009	49865	32563	33821	25992	57124	29153	50057	9579300	61072000	45431000
Q8N201;A4D212;A4D213;Q9BT91;H7C582	Q8N201;A4D212;A4D213	Integrator complex subunit 1	INTS1;DKFZP586J0619	631110	602480	337050	445950	470580	309220	693630	627730	524580	550080	2204700	1633700	1442800	1277000	1418200	892560	1612200	1589600	923650	2078600	1235000	912140	866290	1039700	940810	916140	919370	1098100	1055000	1342300	356470000	911740000	596410000
Q9NVR2;H0YBW3;H0YBH6;H0YAY7;H0YC09;E5RHN1;E5RJN5;H0YBB0;H0YB36	Q9NVR2	Integrator complex subunit 10	INTS10	231130	209160	107410	213040	168950	122670	219570	253520	158670	203390	627390	454850	421110	391970	382790	313590	426650	424760	400660	510190	643860	568570	560810	631750	468080	495540	481130	658650	665860	710570	75151000	180680000	232150000
Q5TA45;A0A024R0F2;A0A024R073;A0A087WYI0;C9IYS7;J3QRY6;Q96HV7;C9J979;E9PNS4;A0A087WXT8;E9PIG1;E9PI75;H0YE15;E9PIL7;E9PNH9;E9PKA4;E9PJG0;E9PMA2	Q5TA45;A0A024R0F2;A0A024R073;A0A087WYI0;C9IYS7;J3QRY6;Q96HV7;C9J979	Integrator complex subunit 11	CPSF3L	328630	312980	184580	277140	223440	197420	397870	321770	311830	287360	472510	296810	326910	250570	306360	221710	354710	288120	193840	408100	467640	294440	398900	392390	316690	357990	320630	423440	387260	399850	146960000	271380000	196740000
A0A087WXN4;A0A024RDK4;Q96CB8;E9PGI3;C9J0M6;A0A1B0GX90;C9JDP3;D6R9W3;D6R9Y5	A0A087WXN4;A0A024RDK4;Q96CB8;E9PGI3;C9J0M6	Integrator complex subunit 12	INTS12	169710	125780	77853	115070	113210	68447	169470	173170	123460	121710	272390	159420	178350	146980	125410	122540	186210	181920	109010	192450	330720	290240	387060	322030	258240	261350	248000	349820	366510	369190	113160000	178870000	169870000
J3KMZ7;B4DQZ5;A0A024QZ48;Q9H0H0;A0A2R8Y4Z6;A0A2R8Y7F8	J3KMZ7;B4DQZ5;A0A024QZ48;Q9H0H0	Integrator complex subunit 2	INTS2	181800	170650	110490	150770	143800	108840	230400	225620	156190	192660	377230	316360	189870	201700	182560	161840	269630	283790	175710	293140	114110	123770	90148	104020	104740	94684	97063	120510	124990	148450	71750000	248400000	163350000
Q68E01;A0A096LNW8	Q68E01	Integrator complex subunit 3	INTS3	561080	545660	315370	454780	439070	301260	669750	625420	435190	446640	2065000	1415700	1398700	1302800	1163800	918470	1636900	1519900	963170	1730600	1418300	933320	1112500	1370400	1117600	944790	1030100	1370300	1315000	1407300	331410000	1220000000	748070000
Q96HW7;A8K4A1;F8WAA7;E9PIM3	Q96HW7;A8K4A1	Integrator complex subunit 4	INTS4	380660	385060	227580	311470	331550	200380	470250	463640	366260	359390	1412700	1291700	1077300	1065800	980100	779020	1292500	1254700	907140	1373400	449070	372740	456560	398730	451650	414620	377180	474190	451210	622690	309950000	521300000	281570000
Q6P9B9	Q6P9B9	Integrator complex subunit 5	INTS5	100550	105750	58507	79711	79657	49217	114580	116670	79268	93438	571830	364200	237820	238490	232750	176370	323380	284760	151890	326730	301150	181590	181130	216850	211730	158390	172900	287870	206220	291180	46009000	204310000	141890000
Q9UL03;A0A024RDU0;B3KQH5;G5E9X1;B4E2C8;B4DL13;C9JVX2;F8WAV7;B4E1J5;C9J885;C9K0V7;C9JAV7;Q8N8M2;A0A1W2PPI5;B9EIK3;Q5JSJ4;C9JXP6	Q9UL03;A0A024RDU0;B3KQH5;G5E9X1	Integrator complex subunit 6	INTS6	310380	281010	197250	263980	290410	203100	333090	398470	241380	323540	1052400	703670	652900	651370	718410	447480	788860	661540	459890	843790	580330	417780	491600	482160	386920	403050	367030	607220	605800	567580	142350000	343650000	278380000
Q9NVH2;D3DT96;A0A087WXK3;A0A087WYC2	Q9NVH2;D3DT96	Integrator complex subunit 7	INTS7	365650	310320	210920	319280	282450	178000	397970	456650	316340	349190	770640	742510	459170	431410	519940	445480	615390	642050	452810	752230	348420	227030	264290	290700	266950	217990	248990	328640	327920	329650	177630000	357220000	178460000
Q75QN2;H0YBS1;B3KRB0;J3KNV5;E5RIN8;E5RG48;H0YC12;E5RJF0;H0YBQ1;E5RJL5;E5RH10	Q75QN2;H0YBS1;B3KRB0;J3KNV5	Integrator complex subunit 8	INTS8	251500	284260	161790	204390	227020	167190	349170	321460	292670	275140	491110	468060	324970	250740	324270	267430	391210	366860	145160	478190	470550	331240	357440	361880	296170	383240	347860	433390	457300	571950	148960000	268070000	234510000
Q9NV88;B7Z970;G3XAN1;B7Z3J7;E5RG70;H0YBH8;E5RK47;H0YBK3;E5RJ88	Q9NV88;B7Z970;G3XAN1;B7Z3J7	Integrator complex subunit 9	INTS9	236860	180160	119510	187210	205440	121660	266970	239020	162730	209890	724800	503540	453880	494000	468050	436100	555070	594510	533170	594470	568980	477510	445750	508290	448310	425580	391200	498220	528460	566060	126100000	235330000	196640000
P56199;B4DTY8;A0A494C0F7	P56199;B4DTY8	Integrin alpha-1	ITGA1	108230	85485	50596	54870	77714	48660	71106	95533	98711	88495	131040	80713	94642	112560	81647	60353	107590	100400	89364	117110	137350	89209	87367	104770	66758	85999	77484	115370	92700	96331	33795000	26575000	30784000
B4E282;B4E2A1;O75578	B4E282;B4E2A1;O75578	Integrin alpha-10	ITGA10	0	0	0	0	0	0	0	0	0	0	9170.1	5669.2	5762.5	4452	0	2054.1	7533.7	7832.7	4601.6	7149	0	0	0	0	0	0	0	0	0	0	0	1635300	0
A8K8T0;Q9UKX5;B4E3M0;B3KTN6	A8K8T0;Q9UKX5;B4E3M0;B3KTN6	Integrin alpha-11	ITGA11	39563	31342	26053	31937	18935	16869	26094	58071	37342	33298	188410	172910	166170	178010	111420	99139	151130	167310	137270	223960	261380	205040	187270	239660	174960	154270	157250	230900	230510	247100	14717000	85439000	59471000
P17301	P17301	Integrin alpha-2	ITGA2	1146600	953630	554490	640870	672380	547590	1034800	1084300	1014500	836820	2346000	1589300	1438300	1712900	1603000	1054300	1481500	1758200	1007800	1736000	1408600	984760	1086500	1125400	880010	731720	826320	1264100	959400	994490	836370000	1591300000	968300000
B4E0H8;A0A140VJM0;P26006;Q59F03;H0YA32;K7EMU3;D6R9X8;H0YA49;B4DDT0	B4E0H8;A0A140VJM0;P26006;Q59F03	Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain	ITGA3	288850	223810	105090	178080	208920	140320	210960	268960	258260	216670	473590	332650	261590	357700	315390	161580	273630	366580	227270	328050	1123200	848400	882570	1032200	842170	686950	845410	1031800	980820	922670	257110000	486290000	442550000
P13612;Q59H74;E7EP60;Q6PJE7;B4E0Q2;Q68EM9;Q8IUA2;B4E045;Q8IU71;A0A023IP86	P13612;Q59H74;E7EP60;Q6PJE7	Integrin alpha-4	ITGA4	181240	163640	66598	145120	151910	85869	168990	202320	146490	142140	191430	117020	124810	139540	130610	97751	140750	153580	75291	145020	205070	166020	182680	195660	163880	122000	140370	246170	184090	193680	85189000	36262000	85208000
A0A024RB01;P08648;B2R627;A8K6A5;H0YIV7	A0A024RB01;P08648;B2R627;A8K6A5	Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain	ITGA5	513180	456800	277790	306730	312890	257510	508340	558060	499100	490830	1706900	884920	928130	1162500	986880	706880	1097700	989900	992280	1122700	796690	495560	527450	584570	475890	494100	427680	676860	662320	651360	896790000	1823600000	1225800000
P23229;C9JXX7;H7BZ97	P23229	Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain;Processed integrin alpha-6	ITGA6	830370	492840	318520	344230	484720	288550	566070	585570	592020	444760	1469000	766680	813700	1184500	1031800	647600	1138500	1034400	737330	1156700	1015900	564060	602870	796590	652500	562080	535610	869450	659710	685790	370710000	705750000	557160000
J3KNV4;Q4LE35;Q13683;B3KMS6;G3V2I4;G3V2C6	J3KNV4;Q4LE35;Q13683;B3KMS6	Integrin alpha-7;Integrin alpha-7 heavy chain;Integrin alpha-7 light chain;Integrin alpha-7 70 kDa form	ITGA7;ITGA7 variant protein	12834	13644	3749.9	22590	20777	10602	34041	29772	19232	31825	29896	13728	19346	18590	15417	14512	16897	18959	11748	14809	72630	39268	51854	46996	50021	34392	31293	69398	63839	66477	4711000	18434000	36187000
A5YM53;L7RXH0;P06756;B4DYQ7;H7BZG1	A5YM53;L7RXH0;P06756	Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain	ITGAV	1331400	1044700	598760	815650	887610	582640	976160	1612200	1396500	1036100	3866000	2753000	2365500	2963800	2686200	1918100	2603100	2935000	2044700	3386000	1490500	1157000	1156800	1231000	1119300	994230	889010	1560300	1339800	1339200	532700000	809780000	545630000
P05556;E7EQW5;C9JPK5;Q5T3E6;E9PLR6;E7EUI6;H7C4N8;E7ERX5;C9JJP8;Q5T3E5;E9PQJ2	P05556	Integrin beta-1	ITGB1	3663100	2526500	1451500	1874100	2057800	1762800	3219900	3486000	4345800	2981400	11548000	7416200	6151600	9046200	6617000	5205800	6537200	8920800	8028300	7717800	6425100	3726300	3894500	4408900	3518700	2632000	3197000	5785700	3955400	3109900	6175900000	14566000000	9595400000
C9JBU8;A8MPU2;Q6IAZ8;O14713;C9J5T5;B4DQY5;A8K1A2;C9IZZ8;C9J6Y2;C9J0J6;C9JZ07;G3V1A3	C9JBU8;A8MPU2;Q6IAZ8;O14713;C9J5T5;B4DQY5;A8K1A2	Integrin beta-1-binding protein 1	ITGB1BP1	26796	32754	21370	15219	20793	22730	28842	44970	37595	32922	22625	0	17782	13371	4154.6	8091.9	11292	19585	7502.4	10463	0	0	16813	6416.9	0	12413	0	0	0	7720.5	18873000	29716000	22154000
L7UUZ7;P05106;H3BM21;Q2YFE1;I3L4X8;L7UW06;A7U833;L7WKL1;F1C632;Q1PBM2	L7UUZ7;P05106;H3BM21;Q2YFE1;I3L4X8;L7UW06	Integrin beta;Integrin beta-3	ITGB3	97117	115290	58934	83962	76657	66166	108420	141170	94145	108420	189820	95309	134870	139460	126790	94930	146050	144350	75653	150930	66024	58921	58001	79452	48157	52760	42405	89534	66502	69936	38218000	82121000	35192000
D3DNA1;L7RT22;P18084;V9GYZ1;H7C4W1;V9GZ57;H7C5U2	D3DNA1;L7RT22;P18084	Integrin beta;Integrin beta-5	ITGB5	0	0	0	0	0	0	0	0	0	0	267210	212320	227980	200240	187570	106360	201210	193590	207080	208110	171610	103550	131590	139620	81235	85944	104960	161200	121530	150160	0	55816000	70270000
A0A087WXP3;E9PEE8;B4E2B8;A8K2N5;P18564	A0A087WXP3;E9PEE8;B4E2B8;A8K2N5;P18564	Integrin beta;Integrin beta-6	ITGB6	457940	319970	115440	79426	75354	0	302630	285910	270700	229060	200490	114430	112660	131530	101890	85028	128930	138890	105840	130620	433270	353060	287460	372090	492560	345030	295970	520530	383330	399670	529020000	39645000	967680000
B4DLW6;B4DV29;A0A0S2Z5L6;A0A0S2Z5G6;A0A0S2Z5P1;Q969R8	B4DLW6;B4DV29;A0A0S2Z5L6;A0A0S2Z5G6;A0A0S2Z5P1;Q969R8	Integrin-alpha FG-GAP repeat-containing protein 2	ITFG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299220	216230	213160	242820	216780	253490	208350	246560	220030	306130	0	0	5027800
Q9H0C8;E9PC05;H7C2I8;F8SNU7;F8SNU6;B8Y6Z6	Q9H0C8;E9PC05;H7C2I8;F8SNU7	Integrin-linked kinase-associated serine/threonine phosphatase 2C	ILKAP;ILKAP3	465620	461580	245290	407230	337850	248770	481360	507820	368750	398200	845430	535330	508500	550730	469880	461840	693090	659290	537010	716460	1245400	860540	848580	930730	788920	869630	830130	983210	819730	984780	235180000	562850000	433190000
V9HWF0;A0A0A0MTH3;Q13418;A0A087WWY6;E9PQ52;A0A087WW45;Q59FP4	V9HWF0;A0A0A0MTH3;Q13418	Integrin-linked protein kinase	HEL-S-28;ILK	1233200	1246400	826730	1184400	1124600	701020	1375300	1633600	1142600	1027900	5318600	4370800	3387800	4022200	3126900	2755100	3780900	4545500	3592700	4936200	1636800	1147900	1049500	1307300	1041700	1115300	982090	1283000	1405300	1472400	1483700000	2924800000	1501200000
Q5NKV8;A0A384MEK5;P05362;B4DNT6;B4DQW5;K7EKL8;Q15463;E7ESS4;B4DW82;A0A1C9J7T1	Q5NKV8;A0A384MEK5;P05362;B4DNT6;B4DQW5;K7EKL8;Q15463;E7ESS4;B4DW82	Intercellular adhesion molecule 1	ICAM1;P3.58	65112	57609	22380	49992	46702	16990	69641	61717	79086	55150	152570	80800	100400	139670	83238	32690	122660	117230	86573	118080	73607	51245	53962	66530	53926	41594	47711	87813	61045	59601	44032000	64184000	53957000
P32881	P32881	Interferon alpha-8	IFNA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z687;A0A2R8YFL3;B4DLL6;A0A2R8Y7R1;A0A2R8Y4U4;Q14936;Q9BY69;Q53GX8;B2R6Q9;A0A0S2Z3Y2;P15260	Q7Z687;A0A2R8YFL3;B4DLL6;A0A2R8Y7R1;A0A2R8Y4U4;Q14936;Q9BY69;Q53GX8;B2R6Q9;A0A0S2Z3Y2;P15260	Interferon gamma receptor 1	IFNGR1	43635	35333	12943	27373	21855	15106	30083	32438	35303	33058	4303	3071.7	0	0	0	0	0	3796.4	2750.7	0	0	0	0	0	0	2189.2	0	4060	0	0	4728100	6053600	3026800
P14316;D6R9N5;D6RB08;K4DIA5	P14316;D6R9N5;D6RB08;K4DIA5	Interferon regulatory factor 2	IRF2	25658	21436	16658	23028	18370	16342	28770	29062	20567	26398	78843	68286	50962	50124	54473	46857	58286	81737	52975	75459	19369	10525	21886	10348	14573	5145.9	14897	26847	17571	14803	6066700	12259000	9554200
Q8IU81;B2RCD8	Q8IU81;B2RCD8	Interferon regulatory factor 2-binding protein 1	IRF2BP1	240050	263760	154560	165630	185020	127000	273600	286160	201790	213900	283430	229960	203360	170790	170200	156810	195280	168280	84013	216210	148680	118390	137460	136260	163980	155700	101570	156110	134660	196220	119680000	145340000	128680000
Q7Z5L9;B4DSJ2	Q7Z5L9	Interferon regulatory factor 2-binding protein 2	IRF2BP2	381010	524600	271110	369010	421680	274680	506770	584860	379160	374190	1102500	800790	716730	867510	524780	644990	878940	999780	599900	955670	1254900	923850	1105500	1136100	1057100	772800	879530	1221300	1013500	990610	402890000	758940000	727310000
Q9H1B7	Q9H1B7	Interferon regulatory factor 2-binding protein-like	IRF2BPL	965060	909060	585120	940420	695220	474820	843270	1112100	737360	685600	1219100	913330	842010	942730	651460	637580	767620	714960	514670	816200	1305600	899170	1203500	1209200	825720	850920	612820	1065300	951020	1090600	536750000	545950000	637040000
Q14653;A0A024QZE1;E2GIM9;E2GIM7;M0QZB7;E2GIM5;M0QZB8;M0R205;M0QYT9;M0R3C2;E2GIM8;Q96GL3;M0R007;M0QYX3;E2GIM6;M0R3E9;M0QX56;M0QXC8;M0R0X9;M0R0R8	Q14653;A0A024QZE1;E2GIM9;E2GIM7;M0QZB7;E2GIM5;M0QZB8;M0R205;M0QYT9;M0R3C2;E2GIM8;Q96GL3	Interferon regulatory factor 3	IRF3	0	0	0	0	0	0	0	0	0	0	26865	19171	36262	20214	24617	10881	15244	29525	7128.8	26732	5453.7	17629	7473.7	6627	21421	20938	4549.6	9268.4	5119.8	3933.7	11692000	46525000	34462000
H0YMB0;Q00978;H0YMB6;H7BXP4;B4DI86;H0YNP4	H0YMB0;Q00978;H0YMB6;H7BXP4;B4DI86;H0YNP4	Interferon regulatory factor 9	IRF9	0	0	0	0	0	0	0	0	0	0	20127	13701	7890.8	14958	14197	13564	17423	17357	33433	14701	61559	53313	70753	91644	50804	51612	56610	85368	80933	69313	0	0	28267000
P80217	P80217	Interferon-induced 35 kDa protein	IFI35	0	0	0	0	0	0	0	0	0	0	44350	36960	30873	40964	19881	24302	31440	31120	19792	36710	26539	18305	21126	22836	3542.5	21204	8086	13758	12574	10983	0	8480800	0
P32455;Q5D1D5;B4E1L5;B4DNS2;Q59H47;H3BNS1;A0A348GSI6;Q5T8M0	P32455;Q5D1D5;B4E1L5;B4DNS2	Interferon-induced guanylate-binding protein 1	GBP1	893880	829780	543200	698190	564600	508290	1036400	913490	751550	811020	1079600	810570	1009500	1219700	826610	748640	1038400	1046500	760240	1105000	839880	688790	874940	871830	756680	722370	643410	884460	684470	866310	246100000	441650000	349360000
